Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Kusal mendis,Batsman,3,15,16,93.75,South Africa,Rabada,Right Arm Fast,Bouncer,Wide,Short,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,7,19,24,79.16,South Africa,Nortje,Right Arm Fast,Bouncer,Leg stump,Short,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Left Arm Wrist Spin
Pathum Nissanka,Batsman,2,137,147,93.19,Australia,Ellis,Right Arm Fast,Slower Ball,Middle stump,Yorker,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Spin,Right Arm Fast
Kusal mendis,Batsman,3,0,1,0.0,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Wide,Good length,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Off-side,Right Arm Mystery
Charith Asalanka,All-rounder,5,62,61,101.63,Pakistan,Rauf,Right Arm Fast,Bouncer,Wide,Good length,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Short Ball,Left Arm Medium
Kusal mendis,Batsman,4,46,68,67.64,England,Livingstone,Right Arm Off Spin,Arm Ball,Wide,Bouncer,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Right Arm Medium
Avishka Fernando,Batsman,1,33,35,94.28,England,Jacks,Right Arm Off Spin,Arm Ball,Off stump,Good length,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Wrist Spin
Avishka Fernando,Batsman,2,10,15,66.66,Pakistan,Rauf,Right Arm Fast,Slower Ball,Middle stump,Good length,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Pace,Right Arm Leg Spin
Avishka Fernando,Batsman,2,0,1,0.0,India,Thakur,Right Arm Medium,Slower Ball,Leg stump,Bouncer,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Mystery
Avishka Fernando,Batsman,1,76,98,77.55,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Wide,Bouncer,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,3,1,14,7.14,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Bouncer,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Left Arm Medium
Avishka Fernando,Batsman,2,5,7,71.42,South Africa,Shamsi,Left Arm Chinaman,Slider,Off stump,Bouncer,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,5,1,7,14.28,South Africa,Nortje,Right Arm Fast,Bouncer,Leg stump,Full,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Spin,Right Arm Mystery
Charith Asalanka,All-rounder,5,25,42,59.52,Australia,Hazlewood,Right Arm Fast,Bouncer,Wide,Yorker,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Pace,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,4,10,24,41.66,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Wide,Yorker,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Orthodox
Pathum Nissanka,Batsman,2,2,4,50.0,Bangladesh,Shakib,Left Arm Orthodox,Arm Ball,Middle stump,Good length,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,On-side,Right Arm Fast
Dananjaya De Silva,All-rounder,7,34,48,70.83,India,Bishnoi,Right Arm Leg Spin,Topspin,Off stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Left Arm Medium
Kusal mendis,Batsman,3,14,21,66.66,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Leg stump,Short,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Right Arm Fast
Kusal mendis,Batsman,4,55,48,114.58,Pakistan,Naseem,Right Arm Fast,Slower Ball,Leg stump,Good length,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Short Ball,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,1,19,5.26,South Africa,Hendricks,Left Arm Medium,Swing,Off stump,Short,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Spin,Right Arm Fast
Kusal mendis,Batsman,3,74,102,72.54,England,Jacks,Right Arm Off Spin,Off Break,Middle stump,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,6,34,54,62.96,Bangladesh,Mehidy,Right Arm Off Spin,Arm Ball,Leg stump,Full,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,108,179,60.33,Australia,Hazlewood,Right Arm Fast,Slower Ball,Wide,Bouncer,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Off-side,Right Arm Medium
Pathum Nissanka,Batsman,1,57,64,89.06,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Off stump,Short,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Off-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,6,7,85.71,India,Siraj,Right Arm Fast,Slower Ball,Off stump,Yorker,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Medium
Avishka Fernando,Batsman,1,127,123,103.25,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Leg stump,Short,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Right Arm Medium
Kusal mendis,Batsman,4,15,22,68.18,Australia,Ellis,Right Arm Fast,Bouncer,Middle stump,Full,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Right Arm Medium
Kusal mendis,Batsman,3,76,42,180.95,Pakistan,Dahani,Right Arm Fast,Bouncer,Middle stump,Short,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Pace,Left Arm Wrist Spin
Kusal mendis,Batsman,3,0,1,0.0,England,Jacks,Right Arm Off Spin,Off Break,Off stump,Yorker,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Pace,Right Arm Leg Spin
Avishka Fernando,Batsman,1,118,115,102.6,India,Hardik,Right Arm Medium,Slower Ball,Leg stump,Full,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Short Ball,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,0,1,0.0,England,Curran,Left Arm Medium,Swing,Wide,Short,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Off-side,Left Arm Chinaman
Charith Asalanka,All-rounder,4,1,4,25.0,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Leg stump,Good length,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Left Arm Chinaman
Pathum Nissanka,Batsman,3,20,36,55.55,Pakistan,Nawaz,Left Arm Orthodox,Drift,Middle stump,Short,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Left Arm Orthodox
Pathum Nissanka,Batsman,1,77,83,92.77,India,Thakur,Right Arm Medium,Slower Ball,Off stump,Short,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,5,8,10,80.0,South Africa,Ngidi,Right Arm Fast,Yorker,Leg stump,Yorker,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Right Arm Mystery
Charith Asalanka,All-rounder,5,1,24,4.16,Australia,Head,Right Arm Off Spin,Arm Ball,Leg stump,Yorker,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Short Ball,Right Arm Medium
Avishka Fernando,Batsman,1,10,18,55.55,England,Moeen,Right Arm Off Spin,Arm Ball,Off stump,Bouncer,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,3,119,219,54.33,Australia,Agar,Left Arm Spin,Standard,Leg stump,Good length,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Short Ball,Left Arm Orthodox
Charith Asalanka,All-rounder,5,77,71,108.45,South Africa,Rabada,Right Arm Fast,Yorker,Wide,Short,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,5,2,9,22.22,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Leg stump,Good length,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,74,84,88.09,Bangladesh,Ebadot,Right Arm Fast,Yorker,Wide,Yorker,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Short Ball,Right Arm Mystery
Dananjaya De Silva,All-rounder,7,48,79,60.75,Bangladesh,Mustafizur,Left Arm Medium,Swing,Wide,Yorker,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Off-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,0,7,0.0,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Off stump,Full,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,6,0,3,0.0,India,Axar,Left Arm Orthodox,Drift,Off stump,Good length,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Short Ball,Left Arm Fast
Charith Asalanka,All-rounder,4,1,4,25.0,Australia,Cummins,Right Arm Fast,Yorker,Middle stump,Short,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Spin,Left Arm Wrist Spin
Kusal mendis,Batsman,4,0,0,0.0,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Middle stump,Bouncer,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Left Arm Fast
Kusal mendis,Batsman,3,76,42,180.95,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Off stump,Full,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Pace,Right Arm Leg Spin
Pathum Nissanka,Batsman,1,36,28,128.57,Australia,Cummins,Right Arm Fast,Slower Ball,Off stump,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,On-side,Right Arm Fast
Kusal mendis,Batsman,3,30,42,71.42,Pakistan,Usama Mir,Right Arm Leg Spin,Slider,Leg stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Short Ball,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,3,14,47,29.78,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Off stump,Full,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Short Ball,Left Arm Fast
Kusal mendis,Batsman,3,1,7,14.28,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Wide,Good length,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Short Ball,Left Arm Fast
Kusal mendis,Batsman,4,31,34,91.17,South Africa,Jansen,Left Arm Fast,Swing,Middle stump,Yorker,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Short Ball,Left Arm Medium
Charith Asalanka,All-rounder,4,1,4,25.0,England,Moeen,Right Arm Off Spin,Off Break,Off stump,Short,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Pace,Left Arm Chinaman
Charith Asalanka,All-rounder,5,9,12,75.0,India,Hardik,Right Arm Medium,Slower Ball,Off stump,Bouncer,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Off-side,Right Arm Medium
Oshada fernando,Batsman,4,31,45,68.88,Pakistan,Usama Mir,Right Arm Leg Spin,Googly,Off stump,Full,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,48,79,60.75,South Africa,Rabada,Right Arm Fast,Bouncer,Wide,Yorker,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Pace,Left Arm Orthodox
Charith Asalanka,All-rounder,5,127,126,100.79,Australia,Starc,Left Arm Fast,Bouncer,Leg stump,Yorker,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Right Arm Leg Spin
Avishka Fernando,Batsman,3,20,21,95.23,Australia,Hazlewood,Right Arm Fast,Slower Ball,Leg stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Pace,Right Arm Off Spin
Charith Asalanka,All-rounder,4,6,3,200.0,Australia,Abbott,Right Arm Medium,Slower Ball,Wide,Good length,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,On-side,Right Arm Fast
Dananjaya De Silva,All-rounder,6,39,50,78.0,South Africa,Magala,Right Arm Fast,Bouncer,Off stump,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Left Arm Wrist Spin
Charith Asalanka,All-rounder,4,1,4,25.0,Bangladesh,Shoriful,Left Arm Fast,Swing,Leg stump,Short,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Right Arm Fast
Avishka Fernando,Batsman,2,17,33,51.51,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Off stump,Yorker,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Left Arm Medium
Avishka Fernando,Batsman,2,100,115,86.95,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Off stump,Full,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,0,3,0.0,Australia,Ellis,Right Arm Fast,Yorker,Middle stump,Good length,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,9,12,75.0,Australia,Zampa,Right Arm Leg Spin,Googly,Middle stump,Short,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Pace,Left Arm Orthodox
Kusal mendis,Batsman,4,20,30,66.66,Pakistan,Shadab,Right Arm Leg Spin,Topspin,Wide,Short,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,5,1,7,14.28,Bangladesh,Hasan Mahmud,Right Arm Fast,Slower Ball,Middle stump,Short,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Left Arm Medium
Sadeera samarawickrama,Batsman,4,41,42,97.61,South Africa,Rabada,Right Arm Fast,Slower Ball,Wide,Bouncer,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Pace,Left Arm Fast
Kusal mendis,Batsman,3,14,31,45.16,Australia,Hazlewood,Right Arm Fast,Slower Ball,Wide,Good length,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Off-side,Right Arm Off Spin
Charith Asalanka,All-rounder,5,91,93,97.84,Pakistan,Nawaz,Left Arm Orthodox,Drift,Wide,Bouncer,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Short Ball,Left Arm Orthodox
Kusal mendis,Batsman,3,1,10,10.0,Pakistan,Rauf,Right Arm Fast,Yorker,Wide,Good length,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Pace,Left Arm Fast
Charith Asalanka,All-rounder,5,22,35,62.85,South Africa,Magala,Right Arm Fast,Slower Ball,Middle stump,Good length,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Short Ball,Left Arm Medium
Dananjaya De Silva,All-rounder,7,36,62,58.06,England,Curran,Left Arm Medium,Cutter,Wide,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Spin,Right Arm Mystery
Oshada fernando,Batsman,3,0,4,0.0,Bangladesh,Mehidy,Right Arm Off Spin,Arm Ball,Leg stump,Full,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,9,10,90.0,Australia,Zampa,Right Arm Leg Spin,Slider,Leg stump,Short,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,7,22,36,61.11,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Wide,Full,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,On-side,Left Arm Wrist Spin
Kusal mendis,Batsman,3,1,10,10.0,South Africa,Shamsi,Left Arm Chinaman,Flipper,Off stump,Bouncer,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Right Arm Off Spin
Oshada fernando,Batsman,4,2,3,66.66,Australia,Starc,Left Arm Fast,Swing,Middle stump,Good length,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Short Ball,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,1,8,12.5,England,Archer,Right Arm Fast,Yorker,Wide,Short,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Off-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,14,13,107.69,South Africa,Hendricks,Left Arm Medium,Swing,Middle stump,Bouncer,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,33,60,55.0,Pakistan,Wasim Jr,Left Arm Medium,Swing,Wide,Bouncer,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,7,22,36,61.11,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Wide,Good length,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Spin,Right Arm Leg Spin
Kusal mendis,Batsman,3,0,6,0.0,Pakistan,Dahani,Right Arm Fast,Bouncer,Off stump,Full,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Off-side,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,14,13,107.69,South Africa,Jansen,Left Arm Fast,Bouncer,Off stump,Short,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Pace,Right Arm Fast
Kusal mendis,Batsman,3,87,85,102.35,Australia,Starc,Left Arm Fast,Swing,Wide,Yorker,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Left Arm Medium
Pathum Nissanka,Batsman,1,56,62,90.32,India,Ashwin,Right Arm Off Spin,Arm Ball,Leg stump,Bouncer,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Off-side,Right Arm Fast
Oshada fernando,Batsman,4,1,14,7.14,South Africa,Shamsi,Left Arm Chinaman,Slider,Leg stump,Short,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Pace,Left Arm Chinaman
Charith Asalanka,All-rounder,5,108,105,102.85,India,Siraj,Right Arm Fast,Slower Ball,Off stump,Full,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Left Arm Medium
Pathum Nissanka,Batsman,3,6,17,35.29,Pakistan,Shadab,Right Arm Leg Spin,Slider,Leg stump,Short,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Off-side,Left Arm Fast
Kusal mendis,Batsman,4,55,48,114.58,Pakistan,Rauf,Right Arm Fast,Yorker,Off stump,Full,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Spin,Left Arm Orthodox
Charith Asalanka,All-rounder,5,0,1,0.0,Australia,Head,Right Arm Off Spin,Arm Ball,Leg stump,Short,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,3,1,14,7.14,Pakistan,Rauf,Right Arm Fast,Slower Ball,Middle stump,Short,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Off-side,Left Arm Chinaman
Pathum Nissanka,Batsman,1,2,8,25.0,Bangladesh,Tanzim,Right Arm Fast,Bouncer,Off stump,Short,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,On-side,Right Arm Medium
Dananjaya De Silva,All-rounder,6,33,60,55.0,Bangladesh,Hasan Mahmud,Right Arm Fast,Bouncer,Off stump,Good length,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,19,34,55.88,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Good length,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Pace,Right Arm Fast
Kusal mendis,Batsman,3,14,21,66.66,Pakistan,Abrar,Right Arm Mystery,Doosra,Off stump,Full,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,On-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,7,6,13,46.15,India,Siraj,Right Arm Fast,Bouncer,Wide,Good length,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Spin,Left Arm Medium
Kusal mendis,Batsman,4,3,13,23.07,Pakistan,Rauf,Right Arm Fast,Slower Ball,Wide,Yorker,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Right Arm Leg Spin
Kusal mendis,Batsman,4,43,49,87.75,Australia,Ellis,Right Arm Fast,Bouncer,Off stump,Short,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,On-side,Left Arm Orthodox
Avishka Fernando,Batsman,2,10,15,66.66,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Leg stump,Bouncer,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Spin,Right Arm Medium
Kusal mendis,Batsman,3,14,21,66.66,South Africa,Magala,Right Arm Fast,Bouncer,Wide,Good length,Bowled,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,19,24,79.16,India,Shami,Right Arm Fast,Yorker,Middle stump,Short,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Short Ball,Left Arm Fast
Kusal mendis,Batsman,4,15,22,68.18,Australia,Hazlewood,Right Arm Fast,Slower Ball,Leg stump,Bouncer,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Left Arm Wrist Spin
Avishka Fernando,Batsman,2,34,50,68.0,Pakistan,Rauf,Right Arm Fast,Yorker,Leg stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,On-side,Right Arm Fast
Avishka Fernando,Batsman,2,34,50,68.0,England,Jacks,Right Arm Off Spin,Off Break,Wide,Good length,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Short Ball,Left Arm Fast
Kusal mendis,Batsman,3,6,7,85.71,South Africa,Shamsi,Left Arm Chinaman,Slider,Middle stump,Short,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Off-side,Right Arm Medium
Pathum Nissanka,Batsman,3,10,13,76.92,India,Bishnoi,Right Arm Leg Spin,Topspin,Leg stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Left Arm Medium
Avishka Fernando,Batsman,1,29,27,107.4,Australia,Stoinis,Right Arm Medium,Slower Ball,Off stump,Full,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Short Ball,Right Arm Medium
Avishka Fernando,Batsman,2,9,12,75.0,England,Archer,Right Arm Fast,Bouncer,Leg stump,Good length,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Spin,Right Arm Fast
Pathum Nissanka,Batsman,1,56,75,74.66,England,Rashid,Right Arm Leg Spin,Slider,Off stump,Yorker,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Off-side,Right Arm Fast
Charith Asalanka,All-rounder,5,0,5,0.0,Bangladesh,Mustafizur,Left Arm Medium,Swing,Off stump,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Short Ball,Left Arm Fast
Kusal mendis,Batsman,3,54,76,71.05,England,Topley,Left Arm Medium,Swing,Leg stump,Full,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,On-side,Right Arm Off Spin
Sadeera samarawickrama,Batsman,2,1,7,14.28,England,Wood,Right Arm Fast,Yorker,Middle stump,Bouncer,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,On-side,Right Arm Mystery
Pathum Nissanka,Batsman,2,13,25,52.0,England,Wood,Right Arm Fast,Yorker,Leg stump,Short,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Right Arm Medium
Kusal mendis,Batsman,4,38,43,88.37,Bangladesh,Taskin,Right Arm Fast,Yorker,Wide,Yorker,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,On-side,Left Arm Medium
Charith Asalanka,All-rounder,5,3,11,27.27,England,Rashid,Right Arm Leg Spin,Slider,Leg stump,Short,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Short Ball,Right Arm Leg Spin
Kusal mendis,Batsman,4,0,1,0.0,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Wide,Yorker,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Right Arm Mystery
Avishka Fernando,Batsman,2,40,62,64.51,South Africa,Rabada,Right Arm Fast,Yorker,Off stump,Full,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Fast
Sadeera samarawickrama,Batsman,4,23,19,121.05,Bangladesh,Taskin,Right Arm Fast,Bouncer,Middle stump,Full,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Off-side,Left Arm Chinaman
Kusal mendis,Batsman,3,14,31,45.16,Pakistan,Abrar,Right Arm Mystery,Doosra,Middle stump,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Pace,Right Arm Off Spin
